file	1stisof	occup	seqs	mode_len	SE_len	mode_exons	SE_exons	mode_dist	max_dist	SE_dist	sites	Ca 	Cr_max 	Cr_min	Cc_max	Cc_min 	Cij_max	Cij_min
gene:OsNip_01G022240.cds.faa	1	12	12	77	0	2	0	0	0.038961	0	77	1	1	1	1	1	1	1
Os01g0580300.cds.faa	1	7	7	142	13.2	1	0.3	0	0.830769	0	175	0.792653	0.982857	0.371429	1	0.142857	0.948571	0.354286
gene:OsNip_01G022230.cds.faa	1	14	14	260	13	2	0	0	0.278788	0	299	0.835882	0.989967	0.551839	1	0.214286	0.989967	0.541806
gene:OsNip_01G023470.cds.faa	1	15	15	70	2.9	1	0.1	0.081967	0.081967	0	106	0.643396	1	0.575472	1	0.066667	0.660377	0.575472
gene:OsARC_01g0023490.cds.faa	1	11	11	296	4.5	3	0	0	0.094595	0	328	0.929047	1	0.902439	1	0.272727	1	0.902439
gene:OsARC_01g0021970.cds.faa	1	7	7	768	119.8	9	1	0	0.754491	0	812	0.616115	0.998768	0.198276	1	0.142857	0.945813	0.08867
Os01g0572966.cds.faa	1	11	11	67	14.7	1	0.3	0	0	0	229	0.356888	1	0.292576	1	0.090909	0.292576	0.292576
Os01g0596201.cds.faa	1	3	3	527	52.3	6	0.6	0	0.183267	0	555	0.833634	0.94955	0.646847	1	0.333333	0.868468	0.610811
gene:OsNip_01G024720.cds.faa	1	4	4	107	0	2	0	0	0	0	107	1	1	1	1	1	1	1
gene:OsNip_01G018050.cds.faa	1	14	14	167	8.4	3	0.2	0.028846	0.171779	0	178	0.788925	0.938202	0.58427	1	0.071429	0.938202	0.58427
LOC_Os01g43690.cds.faa	1	7	7	90	10.3	2	0	0.822222	0.822222	0.1	166	0.673838	0.849398	0.542169	1	0.428571	0.849398	0.391566
Os01g0611300.cds.faa	1	7	7	84	5.9	3	0.2	0	0.119048	0	116	0.832512	1	0.724138	1	0.428571	0.965517	0.689655
LOC_Os01g34460.cds.faa	1	9	13	299	54.8	2	0.4	0	0.826923	0	889	0.435407	0.880765	0.116985	0.923077	0.076923	0.575928	0
gene:OsARC_01g0025410.cds.faa	1	4	4	136	1.8	2	0	0	0.654412	0.1	164	0.839939	0.871951	0.829268	1	0.25	0.829268	0.70122
Os01g0629500.cds.faa	1	5	5	116	3	1	0	0	0.525862	0	143	0.832168	0.916084	0.811189	1	0.2	0.811189	0.727273
LOC_Os01g45430.cds.faa	1	3	3	77	0	2	0	0	0	0	77	1	1	1	1	1	1	1
gene:OsARC_01g0025620.cds.faa	1	5	5	160	15.2	1	0	0.28125	0.28125	0	160	0.905	1	0.525	1	0.8	1	0.525
gene:OsNip_01G014480.cds.faa	1	11	12	213	107.7	18	2	0	0.860465	0	1101	0.388813	0.961853	0.064487	1	0.083333	0.852861	0.009991
gene:OsNip_01G025150.cds.faa	1	15	15	68	0.3	2	0	0	0.426471	0	72	0.948148	1	0.944444	1	0.066667	0.944444	0.944444
gene:OsNip_01G025660.cds.faa	1	14	14	112	0	1	0	0	0.169643	0	112	1	1	1	1	1	1	1
gene:OsARC_01g0026060.cds.faa	1	5	5	80	0	2	0	0	0	0	80	1	1	1	1	1	1	1
gene:OsARC_01g0023940.cds.faa	1	9	16	95	0.4	2	0	0.157895	0.168421	0	99	0.977904	1	0.959596	1	0.1875	1	0.959596
gene:OsARC_01g0025320.cds.faa	1	10	10	528	5	5	0	0	0.020921	0	528	0.99053	1	0.905303	1	0.9	1	0.905303
gene:OsARC_01g0001060.cds.faa	1	10	10	1342	100.9	9	0.7	0	0.49037	0	1421	0.691203	0.944405	0.475018	0.8	0.1	0.944405	0
gene:OsNip_01G022330.cds.faa	1	15	18	245	14.7	1	0.1	0	0.865169	0	311	0.586995	0.787781	0.286174	0.833333	0.166667	0.787781	0
gene:OsARC_01g0028300.cds.faa	1	4	4	63	0	1	0	0	0	0	63	1	1	1	1	1	1	1
gene:OsARC_01g0026050.cds.faa	1	10	10	265	0	8	0	0	0	0	265	1	1	1	1	1	1	1
gene:OsARC_01g0028340.cds.faa	1	4	4	100	0	2	0	0	0	0	100	1	1	1	1	1	1	1
gene:OsNip_01G027060.cds.faa	1	13	13	79	0	3	0	0	0.012658	0	79	1	1	1	1	1	1	1
gene:OsNip_01G026620.cds.faa	1	14	14	108	0	2	0	0	0.027778	0	108	1	1	1	1	1	1	1
gene:OsARC_01g0027660.cds.faa	1	10	10	158	5.1	5	0.2	0	0.007874	0	158	0.921519	1	0.803797	1	0.6	1	0.803797
Os01g0694500.cds.faa	1	4	4	107	6.1	4	0.3	0	0.05814	0	107	0.901869	1	0.803738	1	0.5	1	0.803738
gene:OsNip_01G027710.cds.faa	1	12	12	80	0.5	1	0	0.857143	0.857143	0	99	0.792929	0.808081	0.777778	1	0.5	0.808081	0.585859
gene:OsARC_01g0029210.cds.faa	1	8	8	238	5.4	2	0	0	0.015385	0	238	0.977416	1	0.819328	1	0.875	1	0.819328
gene:OsARC_01g0029560.cds.faa	1	12	12	85	0	3	0	0	0	0	85	1	1	1	1	1	1	1
Os01g0117100.cds.faa	1	11	14	876	47.5	4	0.3	0	0.557223	0	929	0.691758	0.942949	0.375673	1	0.071429	0.942949	0.355221
gene:OsARC_01g0023100.cds.faa	1	12	12	404	26.5	3	0.2	0.295213	0.61165	0	473	0.815539	0.966173	0.217759	1	0.083333	0.906977	0.171247
gene:OsARC_01g0030020.cds.faa	1	10	10	184	0.1	3	0	0	0.021739	0	185	0.995135	1	0.994595	1	0.1	0.994595	0.994595
gene:OsNip_01G029550.cds.faa	1	14	14	152	9.4	2	0.1	0.412214	0.493421	0	313	0.483341	0.85623	0.41853	1	0.071429	0.485623	0.341853
gene:OsARC_01g0029290.cds.faa	1	13	13	218	12.4	2	0	0	0.022936	0	334	0.701059	1	0.586826	1	0.153846	1	0.586826
gene:OsNip_01G028110.cds.faa	1	11	11	132	17.1	2	0.3	0.392857	0.668874	0	329	0.410334	0.793313	0.255319	1	0.090909	0.458967	0.25228
Os01g0698900.cds.faa	1	7	7	120	10.2	4	0.3	0	0.283019	0	139	0.725591	0.863309	0.381295	1	0.142857	0.863309	0.381295
gene:OsARC_01g0022580.cds.faa	1	10	10	298	54.2	5	0.4	0.124161	0.378788	0	934	0.444968	0.90257	0.319058	1	0.1	0.497859	0.312634
gene:OsNip_01G030560.cds.faa	1	14	14	93	4.8	2	0.1	0	0.283333	0	156	0.647436	0.980769	0.583333	1	0.071429	0.769231	0.583333
gene:OsARC_01g0001170.cds.faa	1	11	15	214	122.3	3	0.5	0	0.883178	0	1744	0.405734	0.944381	0.122706	1	0.066667	0.758601	0.002294
gene:OsNip_01G031750.cds.faa	1	8	8	235	28.3	4	0.5	0	0.774194	0	236	0.8125	0.995763	0.262712	1	0.25	0.995763	0.258475
gene:OsNip_01G030260.cds.faa	1	8	8	173	3.1	1	0	0	0.183432	0	175	0.950714	1	0.891429	1	0.125	0.988571	0.868571
gene:OsNip_01G030880.cds.faa	1	6	6	150	14	2	0.2	0	0.056075	0	150	0.798889	1	0.54	1	0.5	1	0.54
gene:OsARC_01g0001080.cds.faa	1	10	13	1262	200.4	3	1.4	0	0.679577	0	2873	0.41463	0.947442	0.098851	0.923077	0.076923	0.664462	0
gene:OsARC_01g0027340.cds.faa	1	10	10	774	14.3	10	0.2	0.005168	0.157462	0	957	0.842738	0.91954	0.797283	1	0.1	0.889237	0.796238
Os01g0726001.cds.faa	1	3	3	126	6.3	1	0	0	0.074766	0	126	0.949735	1	0.849206	1	0.666667	1	0.849206
gene:OsARC_01g0030390.cds.faa	1	9	9	257	0.7	2	0	0	0.089494	0	261	0.989783	1	0.984674	1	0.333333	1	0.984674
LOC_Os01g52020.cds.faa	1	5	5	199	29.3	2	0.6	0	0.320652	0	359	0.62507	0.949861	0.512535	1	0.2	0.554318	0.395543
gene:OsNip_01G032900.cds.faa	1	5	5	165	0	2	0	0	0	0	165	1	1	1	1	1	1	1
gene:OsARC_01g0028970.cds.faa	1	5	10	291	66.2	1	0.3	0	0.897059	0	760	0.411711	0.996053	0.143421	0.7	0.1	0.784211	0
gene:OsNip_01G032320.cds.faa	1	5	5	90	0	2	0	0	0	0	90	1	1	1	1	1	1	1
gene:OsNip_01G031390.cds.faa	1	9	9	98	1.2	2	0.3	0	0.193548	0	103	0.935275	0.951456	0.854369	1	0.111111	0.951456	0.854369
gene:OsARC_01g0023590.cds.faa	1	14	16	780	103.7	2	0.3	0.201835	0.844037	0	1419	0.515107	0.998591	0.076815	0.875	0.0625	0.998591	0
gene:OsNip_01G033430.cds.faa	1	5	5	148	0	1	0.2	0	0.195946	0	152	0.973684	0.973684	0.973684	1	0.2	0.973684	0.947368
gene:OsNip_01G032680.cds.faa	1	14	14	111	0	3	0	0	0	0	111	1	1	1	1	1	1	1
gene:OsNip_01G004370.cds.faa	1	13	46	189	28.1	1	0.2	0	0.885714	0	872	0.299088	0.988532	0.120413	0.869565	0.021739	0.774083	0
gene:OsNip_01G033390.cds.faa	1	4	4	450	0.6	3	0.8	0.383929	0.560268	0.1	450	0.997778	1	0.995556	1	0.5	1	0.995556
gene:OsNip_01G029620.cds.faa	1	13	13	348	19.8	2	0	0	0.363057	0	373	0.850897	0.9437	0.420912	1	0.076923	0.9437	0.38874
gene:OsNip_01G023890.cds.faa	1	12	12	291	16.5	2	0.1	0	0.731915	0	323	0.778896	0.900929	0.430341	1	0.083333	0.900929	0.321981
gene:OsNip_01G031860.cds.faa	1	12	12	186	0	1	0.1	0	0.016129	0	186	1	1	1	1	1	1	1
gene:OsNip_01G035410.cds.faa	1	5	5	387	0	3	0	0	0	0	387	1	1	1	1	1	1	1
gene:OsNip_01G032090.cds.faa	1	10	10	110	10.1	1	0.1	0	0.828571	0	175	0.593143	0.88	0.4	1	0.2	0.88	0.097143
gene:OsNip_01G033860.cds.faa	1	14	14	83	2.2	1	0.1	0.036145	0.048193	0	114	0.747494	1	0.72807	1	0.071429	0.72807	0.72807
gene:OsNip_01G034830.cds.faa	1	4	5	696	100.3	4	0.9	0	0.460674	0	701	0.80485	0.992867	0.253923	1	0.2	0.992867	0.051355
gene:OsNip_01G034010.cds.faa	1	7	7	105	6.1	1	0.3	0	0.266667	0	158	0.724231	0.898734	0.664557	1	0.142857	0.746835	0.563291
gene:OsNip_01G035000.cds.faa	1	15	15	134	6.7	1	0.1	0	0.014925	0	134	0.886567	1	0.574627	1	0.733333	1	0.574627
gene:OsNip_01G035710.cds.faa	1	6	6	217	0	3	0	0	0	0	217	1	1	1	1	1	1	1
gene:OsNip_01G036060.cds.faa	1	6	6	224	21.4	2	0.7	0.004464	0.105691	0	286	0.76049	1	0.43007	1	0.166667	0.783217	0.43007
gene:OsNip_01G033760.cds.faa	1	14	14	113	4.9	1	0.1	0.038961	0.247788	0	113	0.863464	1	0.681416	1	0.571429	1	0.681416
gene:OsNip_01G035440.cds.faa	1	14	14	245	2	2	0	0.004082	0.098214	0	245	0.987755	1	0.914286	1	0.857143	1	0.914286
LOC_Os01g57946.cds.faa	1	6	7	153	21.8	2	0	0	0.849673	0.1	315	0.541497	0.952381	0.409524	1	0.142857	0.485714	0.361905
gene:OsNip_01G036140.cds.faa	1	5	5	279	0	2	0	0	0.003584	0	279	1	1	1	1	1	1	1
gene:OsNip_01G036070.cds.faa	1	6	6	131	0	2	0	0	0	0	131	1	1	1	1	1	1	1
gene:OsNip_01G036120.cds.faa	1	8	8	169	5.1	2	0.2	0	0.320312	0	169	0.969675	1	0.757396	1	0.875	1	0.757396
gene:OsNip_01G036180.cds.faa	1	6	6	177	3.1	3	0.2	0.147239	0.147239	0	177	0.960452	1	0.920904	1	0.5	1	0.920904
gene:OsNip_01G036150.cds.faa	1	7	8	85	17	2	0.2	0	0.035294	0	221	0.461538	1	0.384615	1	0.125	0.384615	0.384615
gene:OsARC_01g0035910.cds.faa	1	6	6	112	9.6	2	0	0.072464	0.072464	0	112	0.808036	1	0.616071	1	0.5	1	0.616071
gene:OsNip_01G035610.cds.faa	1	15	15	133	1.5	2	0.1	0	0.017241	0	133	0.982957	1	0.87218	1	0.866667	1	0.87218
gene:OsNip_01G035920.cds.faa	1	15	15	178	1	2	0.1	0	0.320225	0	204	0.870915	0.936275	0.857843	1	0.066667	0.872549	0.794118
gene:OsNip_01G036130.cds.faa	1	6	6	318	68.3	2	0.4	0.003145	0.19708	0	656	0.523374	0.992378	0.208841	1	0.166667	0.484756	0.20122
gene:OsARC_01g0036700.cds.faa	1	5	5	120	4.1	1	0	0	0.048077	0	122	0.931148	0.991803	0.844262	1	0.2	0.983607	0.844262
gene:OsNip_01G038390.cds.faa	1	4	4	209	0	3	0	0	0	0	209	1	1	1	1	1	1	1
gene:OsNip_01G036370.cds.faa	1	12	12	112	1.2	1	0.1	0	0.27551	0	122	0.90847	0.918033	0.803279	1	0.083333	0.918033	0.721311
gene:OsNip_01G037700.cds.faa	1	7	7	138	4.4	3	0.2	0	0.394737	0	145	0.904433	0.951724	0.786207	1	0.285714	0.951724	0.737931
gene:OsARC_01g0035760.cds.faa	1	5	5	212	7.5	2	0	0	0.179245	0	232	0.890517	0.943966	0.762931	1	0.2	0.913793	0.762931
gene:OsNip_01G038920.cds.faa	1	6	6	169	13.7	3	0.2	0	0.804598	0.1	188	0.826241	0.898936	0.462766	1	0.166667	0.898936	0.361702
gene:OsNip_01G038530.cds.faa	1	8	8	132	3.3	1	0.1	0	0.674242	0	152	0.912829	0.986842	0.868421	1	0.375	0.986842	0.855263
LOC_Os01g51730.cds.faa	1	11	19	495	43.4	4	0.4	0	0.712575	0	689	0.539531	0.981132	0.240929	0.578947	0.105263	0.981132	0
gene:OsNip_01G037150.cds.faa	1	7	7	101	4.3	2	0.3	0	0.189474	0	112	0.836735	0.901786	0.642857	1	0.142857	0.901786	0.642857
gene:OsARC_01g0036980.cds.faa	1	10	11	141	16.5	2	0.2	0	0.827586	0	214	0.712404	1	0.271028	0.909091	0.272727	1	0
Os01g0852000.cds.faa	1	4	4	115	0	3	0	0.086957	0.086957	0	115	1	1	1	1	1	1	1
Os01g0834250.cds.faa	1	5	5	64	0	4	0	0	0	0	64	1	1	1	1	1	1	1
gene:OsNip_01G040460.cds.faa	1	5	5	106	0	1	0	0.084906	0.084906	0	106	1	1	1	1	1	1	1
gene:OsNip_01G040480.cds.faa	1	5	5	92	0	2	0.4	0	0	0	92	1	1	1	1	1	1	1
gene:OsNip_01G040070.cds.faa	1	5	5	569	62.8	8	1.6	0	0.005272	0	883	0.715515	1	0.644394	1	0.2	0.644394	0.644394
gene:OsNip_01G040320.cds.faa	1	14	14	106	0	2	0	0	0.009434	0	106	1	1	1	1	1	1	1
gene:OsARC_01g0040380.cds.faa	1	10	10	207	10.1	4	0.2	0	0.06383	0	207	0.904348	1	0.681159	1	0.7	1	0.681159
gene:OsNip_01G036280.cds.faa	1	14	14	174	2.4	2	0.2	0	0.197183	0	178	0.955056	0.983146	0.797753	1	0.071429	0.977528	0.735955
Os08g0184700.cds.faa	1	7	7	120	0	1	0	0	0	0	120	1	1	1	1	1	1	1
gene:OsNip_01G040080.cds.faa	1	5	5	874	38.8	15	3	0	0.116176	0	878	0.951253	0.995444	0.774487	1	0.2	0.995444	0.769932
gene:OsARC_01g0039290.cds.faa	1	10	16	73	42.9	2	0.2	0	0.835616	0	456	0.623629	1	0.160088	0.75	0.375	1	0
Os01g0869750.cds.faa	1	4	4	107	0	1	0	0	0	0	107	1	1	1	1	1	1	1
gene:OsARC_01g0041330.cds.faa	1	6	6	74	1	3	0.2	0	0.027027	0	80	0.9375	1	0.925	1	0.166667	0.925	0.925
gene:OsNip_01G042810.cds.faa	1	4	4	199	0	2	0	0	0	0	199	1	1	1	1	1	1	1
gene:OsNip_01G040270.cds.faa	1	14	14	98	2	3	0.1	0.255814	0.392405	0	101	0.892504	0.970297	0.782178	1	0.428571	0.970297	0.633663
gene:OsNip_01G042120.cds.faa	1	11	11	118	4.9	2	0	0	0.2	0	118	0.867488	1	0.686441	1	0.454545	1	0.686441
gene:OsNip_01G042230.cds.faa	1	8	8	60	25.1	1	0.2	0	0	0	197	0.565355	1	0.304569	1	0.375	1	0.304569
gene:OsNip_01G041980.cds.faa	1	5	5	211	0	4	0	0	0.004739	0	211	1	1	1	1	1	1	1
Os01g0890300.cds.faa	1	6	6	79	15.5	2	0.3	0	0.433071	0	205	0.538211	0.834146	0.385366	1	0.166667	0.619512	0.385366
gene:OsNip_01G041740.cds.faa	1	13	13	104	4.7	2	0.2	0	0.072165	0	138	0.82553	1	0.702899	1	0.307692	1	0.702899
gene:OsNip_01G037160.cds.faa	1	14	14	196	4.5	3	0.2	0	0.274286	0	202	0.906294	0.970297	0.673267	1	0.357143	0.970297	0.658416
gene:OsARC_01g0041920.cds.faa	1	4	4	288	47.6	3	0.6	0	0.00813	0	288	0.713542	1	0.427083	1	0.5	1	0.427083
gene:OsARC_01g0042760.cds.faa	1	10	16	437	7.2	3	0.1	0	0.564304	0	448	0.920619	0.975446	0.848214	1	0.4375	0.975446	0.823661
gene:OsNip_01G043270.cds.faa	1	8	8	119	13.4	2	0.2	0.008403	0.09375	0	211	0.667654	0.957346	0.563981	1	0.125	0.957346	0.563981
gene:OsARC_01g0027750.cds.faa	1	10	11	814	200.2	1	0.6	0	0.562782	0	2481	0.544722	0.918178	0.328094	0.909091	0.090909	0.918178	0
gene:OsARC_01g0036100.cds.faa	1	10	10	173	26.2	3	0.2	0.849673	0.849673	0	390	0.575897	0.930769	0.392308	0.7	0.1	0.828205	0
gene:OsNip_01G044060.cds.faa	1	14	14	380	2.4	2	0	0	0.075209	0	380	0.988158	1	0.944737	1	0.785714	1	0.944737
LOC_Os01g64210.cds.faa	1	10	10	517	44.5	12	0.2	0	0.540426	0	843	0.759668	0.922894	0.557533	1	0.1	0.922894	0.326216
gene:OsNip_01G040800.cds.faa	1	15	15	419	2	3	0	0	0.108247	0	420	0.99	1	0.92381	1	0.133333	1	0.921429
gene:OsNip_01G046370.cds.faa	1	7	7	116	4.6	2	0.4	0	0.103448	0	141	0.873354	1	0.822695	1	0.285714	1	0.822695
gene:OsARC_01g0045810.cds.faa	1	4	4	73	0	2	0	0	0	0	73	1	1	1	1	1	1	1
gene:OsNip_01G037140.cds.faa	1	15	15	638	6.3	7	0.2	0	0.080065	0	722	0.883749	1	0.847645	1	0.066667	0.883657	0.84349
Os01g0934500.cds.faa	1	9	9	166	19.1	4	0.4	0	0.880952	0	344	0.495155	0.918605	0.366279	1	0.111111	0.482558	0.119186
Os01g0965300.cds.faa	1	6	7	128	4.4	1	0	0	0.845361	0.1	158	0.782098	0.810127	0.613924	1	0.142857	0.810127	0.424051
gene:OsARC_01g0004130.cds.faa	1	10	11	3530	320.8	4	2.1	0	0.891821	0	3944	0.47589	0.89503	0.096095	0.818182	0.090909	0.89503	0
Os01g0943000.cds.faa	1	6	6	167	8.3	4	0.2	0	0.585938	0	179	0.851955	0.972067	0.715084	1	0.166667	0.932961	0.558659
gene:OsNip_01G045960.cds.faa	1	13	13	193	7.8	2	0.1	0	0.348684	0	197	0.881687	0.979695	0.538071	1	0.307692	0.979695	0.538071
gene:OsNip_01G047690.cds.faa	1	13	13	108	3.3	1	0.1	0	0.175926	0	151	0.742741	1	0.715232	1	0.076923	0.788079	0.715232
gene:OsNip_01G048030.cds.faa	1	8	8	379	2.7	5	0.6	0.010554	0.030812	0	382	0.984948	0.992147	0.934555	1	0.125	0.992147	0.926702
gene:OsNip_01G046520.cds.faa	1	6	6	117	0	1	0	0.008547	0.008547	0	117	1	1	1	1	1	1	1
Os01g0976750.cds.faa	1	4	4	140	12.7	1	0.2	0	0.213483	0	152	0.835526	0.921053	0.585526	1	0.25	0.921053	0.5
gene:OsNip_01G047280.cds.faa	1	14	14	200	8.3	2	0	0.19	0.491379	0	202	0.929632	0.990099	0.559406	1	0.142857	0.990099	0.549505
Os02g0103100.cds.faa	1	8	8	139	0	2	0	0	0	0	139	1	1	1	1	1	1	1
gene:OsNip_02G000410.cds.faa	1	9	9	103	0	2	0.2	0	0	0	103	1	1	1	1	1	1	1
gene:OsARC_01g0043180.cds.faa	1	10	17	573	43	7	0.7	0	0.443983	0	1125	0.545725	0.96	0.428444	0.941176	0.235294	0.96	0
gene:OsNip_01G039020.cds.faa	1	9	9	121	5.7	2	0.2	0	0.725926	0	185	0.696697	0.935135	0.648649	1	0.111111	0.67027	0.578378
Os01g0944200.cds.faa	1	6	7	653	59.4	4	0.5	0	0.876712	0	723	0.649081	0.903181	0.201936	0.857143	0.142857	0.71231	0
Os01g0942900.cds.faa	1	4	6	507	69.1	10	1.1	0	0.306818	0	545	0.79052	0.961468	0.161468	1	0.166667	0.930275	0.115596
gene:OsARC_02g0001060.cds.faa	1	6	6	176	0	2	0	0.005682	0.017045	0	176	1	1	1	1	1	1	1
gene:OsNip_02G001890.cds.faa	1	9	9	76	0	1	0.1	0	0	0	76	1	1	1	1	1	1	1
gene:OsARC_01g0031110.cds.faa	1	6	11	507	237.6	1	0.8	0	0.825758	0	2501	0.360474	0.966813	0.052779	0.727273	0.090909	0.759296	0
gene:OsARC_02g0001100.cds.faa	1	5	5	78	10.9	2	0.4	0	0.397436	0	139	0.635971	0.94964	0.546763	1	0.2	0.561151	0.503597
gene:OsNip_01G048410.cds.faa	1	12	12	69	0	1	0	0	0.028986	0	69	1	1	1	1	1	1	1
gene:OsARC_02g0002800.cds.faa	1	10	10	306	0	8	0	0	0	0	306	1	1	1	1	1	1	1
gene:OsARC_02g0000780.cds.faa	1	10	10	599	0	3	0	0	0	0	599	1	1	1	1	1	1	1
gene:OsARC_01g0045640.cds.faa	1	11	11	822	68.9	15	1.4	0	0.847826	0	894	0.811267	0.954139	0.102908	0.909091	0.090909	0.919463	0
gene:OsARC_01g0040460.cds.faa	1	11	11	809	75.9	16	1	0	0.633205	0	1005	0.552148	0.804975	0.191045	1	0.090909	0.804975	0.123383
gene:OsNip_02G003820.cds.faa	1	6	6	201	3.4	1	0.3	0	0.208955	0	237	0.874121	0.936709	0.848101	1	0.333333	0.881857	0.729958
gene:OsARC_02g0003260.cds.faa	1	8	8	409	0.1	2	0	0	0.022005	0	410	0.997866	1	0.997561	1	0.125	0.997561	0.997561
gene:OsARC_02g0001450.cds.faa	1	10	10	785	70.6	22	1.1	0	0.052632	0	785	0.782548	1	0.338854	1	0.6	1	0.338854
gene:OsNip_02G004240.cds.faa	1	6	6	436	63.8	5	0.7	0	0.030303	0	436	0.765673	1	0.302752	1	0.5	1	0.302752
gene:OsNip_02G004260.cds.faa	1	9	9	77	3.2	2	0	0	0.025974	0	99	0.82716	1	0.777778	1	0.222222	1	0.777778
gene:OsARC_01g0046970.cds.faa	1	10	10	172	14.2	3	0.1	0	0.622642	0	246	0.758537	0.98374	0.430894	1	0.1	0.98374	0.345528
Os01g0113950.cds.faa	1	12	20	646	83	4	0.2	0.849057	0.90566	0	2345	0.274307	0.688273	0.04435	0.85	0.05	0.429851	0
gene:OsARC_01g0047350.cds.faa	1	12	16	441	34.2	2	0.3	0.103448	0.612069	0	452	0.686256	0.975664	0.256637	1	0.125	0.975664	0.002212
gene:OsARC_02g0004180.cds.faa	1	7	7	410	57	7	0.8	0	0.557093	0	415	0.635456	0.987952	0.262651	1	0.142857	0.987952	0.257831
gene:OsNip_02G005560.cds.faa	1	6	6	98	0	2	0	0	0.010204	0	98	1	1	1	1	1	1	1
gene:OsARC_02g0004760.cds.faa	1	10	10	144	0.2	1	0	0	0.0625	0	146	0.987671	1	0.986301	1	0.1	0.986301	0.986301
gene:OsNip_02G005060.cds.faa	1	14	14	269	3.9	4	0.3	0	0.096654	0	305	0.906323	1	0.881967	1	0.071429	0.993443	0.881967
gene:OsARC_02g0006350.cds.faa	1	5	5	294	0	3	0	0	0	0	294	1	1	1	1	1	1	1
gene:OsARC_02g0004470.cds.faa	1	12	12	177	2.4	1	0.1	0	0.162338	0	177	0.95339	1	0.870056	1	0.416667	1	0.813559
gene:OsARC_02g0007100.cds.faa	1	7	7	96	0	1	0	0	0	0	96	1	1	1	1	1	1	1
gene:OsARC_02g0003910.cds.faa	1	10	11	749	42.6	4	0.2	0.00534	0.892388	0	812	0.84438	0.922414	0.469212	0.909091	0.090909	0.922414	0
gene:OsARC_02g0007110.cds.faa	1	7	7	104	0	2	0	0	0.019231	0	104	1	1	1	1	1	1	1
gene:OsARC_02g0003530.cds.faa	1	10	12	368	26.8	1	0.3	0	0.631579	0	501	0.634564	1	0.341317	1	0.083333	0.736527	0.037924
gene:OsNip_02G007500.cds.faa	1	10	10	86	0	1	0.1	0	0.05814	0	86	1	1	1	1	1	1	1
gene:OsNip_02G004440.cds.faa	1	13	13	144	19.2	3	0.2	0	0.471503	0	361	0.484338	0.883657	0.243767	1	0.076923	0.883657	0.146814
gene:OsARC_02g0006210.cds.faa	1	7	7	103	54.3	1	1.8	0	0.416667	0	487	0.318568	0.98768	0.197125	1	0.142857	0.211499	0.190965
gene:OsNip_01G046980.cds.faa	1	13	13	857	61.7	2	0.2	0	0.307065	0	929	0.806492	0.962325	0.372443	1	0.153846	0.962325	0.300323
gene:OsARC_02g0005540.cds.faa	1	10	10	350	0	8	0	0	0.008571	0	350	1	1	1	1	1	1	1
gene:OsNip_02G007820.cds.faa	1	9	9	105	0.3	2	0.1	0	0.209524	0	109	0.966361	0.990826	0.963303	1	0.111111	0.963303	0.954128
gene:OsNip_02G008310.cds.faa	1	5	5	77	0	2	0.4	0	0	0	77	1	1	1	1	1	1	1
Os01g0595725.cds.faa	1	13	20	273	53.5	2	0.6	0.846715	0.862319	0	1017	0.293559	0.947886	0.122911	0.6	0.05	0.759095	0
Os02g0210600.cds.faa	1	4	5	101	7	4	0.2	0	0.831683	0.1	155	0.696774	0.877419	0.651613	1	0.2	0.651613	0.529032
gene:OsNip_02G008150.cds.faa	1	12	12	105	1.5	2	0	0	0.152174	0	105	0.979365	1	0.87619	1	0.833333	1	0.87619
gene:OsNip_02G008510.cds.faa	1	5	5	86	0	2	0.4	0	0	0	86	1	1	1	1	1	1	1
gene:OsNip_02G008130.cds.faa	1	11	11	67	23.3	1	0.2	0	0.066667	0	230	0.590909	1	0.291304	1	0.363636	1	0.291304
gene:OsNip_02G008380.cds.faa	1	5	5	86	1.2	1	0	0	0.244186	0	99	0.884848	0.919192	0.858586	1	0.4	0.909091	0.767677
gene:OsARC_02g0008340.cds.faa	1	6	6	122	2.1	1	0.2	0	0.169643	0	122	0.972678	1	0.918033	1	0.666667	1	0.918033
gene:OsNip_02G008120.cds.faa	1	11	11	98	4.3	2	0.2	0.5	0.875	0	138	0.772069	0.927536	0.637681	1	0.090909	0.927536	0.485507
gene:OsARC_02g0007990.cds.faa	1	10	10	500	31.5	1	0.1	0	0.103792	0	818	0.650244	0.996333	0.611247	1	0.1	0.612469	0.607579
Os02g0154300.cds.faa	1	5	6	326	78	2	1	0	0.874172	0.1	610	0.443443	0.978689	0.101639	0.833333	0.166667	0.534426	0
gene:OsARC_02g0008500.cds.faa	1	10	10	302	0	6	0	0	0.016556	0	302	1	1	1	1	1	1	1
gene:OsARC_02g0008720.cds.faa	1	10	10	307	0	6	0	0	0	0	307	1	1	1	1	1	1	1
gene:OsNip_02G008930.cds.faa	1	11	11	88	20.1	2	0.1	0	0.516129	0	310	0.35044	1	0.283871	1	0.090909	0.3	0.283871
gene:OsNip_02G009660.cds.faa	1	6	6	79	11	2	0.2	0	0.556962	0	152	0.592105	0.953947	0.519737	1	0.166667	0.519737	0.473684
gene:OsNip_02G009310.cds.faa	1	5	5	76	0	2	0	0	0.039474	0	76	1	1	1	1	1	1	1
gene:OsNip_02G008400.cds.faa	1	7	7	68	1.1	2	0.3	0	0.85	0.1	80	0.835714	0.85	0.75	1	0.142857	0.85	0.6
